Id,Area(total),Trooms,Nbedrooms,Nbwashrooms,Twashrooms,roof,Roof(Area),Lawn(Area),Nfloors,API,ANB,Expected price,Grade
1826,326,6,3,3,5,YES,114,84,2,45,3,3203,D
1827,359,8,7,6,7,YES,110,79,4,57,3,4419,B
1828,321,6,4,4,6,NO,0,117,4,72,4,3332,D
1829,315,6,4,3,5,YES,119,77,2,58,6,3292,D
1830,345,9,7,6,7,YES,87,92,5,96,1,4885,A
1831,356,5,2,2,3,NO,0,104,3,62,1,3592,D
1832,326,7,6,6,8,NO,0,116,3,95,2,3701,C
1833,351,7,5,5,7,YES,76,96,3,68,2,4070,C
1834,334,6,4,3,5,NO,0,72,2,54,1,3832,D
1835,339,5,2,2,4,YES,86,91,1,99,2,3650,D
1836,341,7,4,3,4,YES,75,110,4,45,6,3830,D
1837,305,7,6,5,7,NO,0,88,5,90,4,3379,C
1838,295,5,4,3,5,YES,72,93,3,45,1,2685,D
1839,296,9,6,5,6,NO,0,108,7,66,2,4651,B
1840,290,6,3,3,4,YES,81,113,2,76,2,2897,D
1841,298,8,7,7,9,NO,0,103,5,100,6,4034,B
1842,343,6,5,4,6,NO,0,101,4,48,6,3143,D
1843,351,8,7,7,9,YES,102,101,5,77,3,3888,A
1844,360,7,4,4,5,YES,84,85,3,64,6,4346,C
1845,308,8,7,7,9,YES,120,96,4,97,5,4363,B
1846,291,6,3,3,4,YES,101,113,2,74,4,2787,D
1847,324,6,4,3,4,NO,0,96,3,92,1,3938,D
1848,349,7,4,4,6,YES,119,96,4,97,1,3467,C
1849,340,7,5,5,7,NO,0,91,5,40,6,3723,C
1850,348,6,5,5,6,YES,70,107,4,66,6,3766,C
1851,301,8,7,7,8,NO,0,92,5,61,6,4048,B
1852,306,5,3,3,5,NO,0,76,2,71,1,2729,E
1853,313,7,4,4,6,YES,84,120,5,56,6,4044,C
1854,328,7,5,4,6,NO,0,73,3,94,4,3449,D
1855,351,7,5,4,6,NO,0,87,5,94,4,4088,C
1856,301,6,4,4,5,NO,0,103,3,62,5,3608,D
1857,299,5,4,4,5,NO,0,86,2,71,2,2705,D
1858,302,9,6,6,7,YES,99,80,6,40,1,3748,B
1859,351,8,6,5,7,NO,0,71,6,76,3,4202,B
1860,299,8,5,5,6,NO,0,92,4,51,2,4020,D
1861,339,6,3,2,4,YES,117,81,3,41,1,3124,D
1862,338,7,4,3,4,YES,74,92,3,85,4,3439,C
1863,357,9,7,7,9,YES,88,89,6,73,5,4689,A
1864,319,6,3,3,5,YES,72,97,4,47,2,2950,D
1865,319,8,6,5,6,NO,0,104,6,67,6,3848,C
1866,332,6,3,3,5,YES,101,97,3,45,5,3824,D
1867,299,5,2,2,4,YES,77,120,2,64,5,2830,D
1868,308,8,5,4,6,YES,82,92,4,68,4,3801,C
1869,308,7,6,5,6,YES,75,82,5,43,6,3586,C
1870,291,7,4,3,5,YES,77,116,4,55,2,3123,D
1871,299,9,8,7,8,YES,104,101,5,51,6,3854,A
1872,340,6,4,4,5,YES,114,114,4,81,4,3266,C
1873,335,5,2,2,3,YES,73,74,2,87,5,3541,D
1874,349,6,5,4,6,YES,112,70,4,58,4,3847,C
1875,306,6,3,3,4,NO,0,89,2,42,2,3191,E
1876,298,8,5,4,6,YES,71,99,6,71,5,3654,C
1877,325,8,7,7,9,YES,118,112,6,63,5,4197,A
1878,326,7,5,4,5,YES,104,101,5,63,6,3672,C
1879,341,6,5,5,6,YES,101,98,2,89,6,3630,C
1880,300,7,4,4,5,NO,0,120,4,95,2,3695,D
1881,305,7,5,4,6,YES,89,111,5,52,4,3814,C
1882,354,7,4,3,5,YES,102,115,5,40,3,4376,C
1883,322,9,7,7,9,YES,86,85,7,95,4,4262,A
1884,317,7,6,6,8,NO,0,84,4,89,2,3552,C
1885,347,5,3,2,3,YES,93,76,2,89,4,3086,D
1886,350,5,3,2,3,NO,0,115,3,92,1,2868,D
1887,324,9,6,5,6,YES,85,102,5,78,5,4780,B
1888,293,9,8,8,9,NO,0,115,7,82,3,4153,A
1889,304,5,4,4,6,NO,0,117,2,42,4,3152,D
1890,296,5,4,3,5,NO,0,96,3,81,6,3218,D
1891,315,7,4,4,6,NO,0,109,5,54,6,3279,D
1892,298,7,4,4,5,NO,0,109,3,46,3,3448,D
1893,319,9,8,7,8,NO,0,77,5,77,3,4338,A
1894,293,5,2,1,2,YES,115,104,3,77,1,2946,D
1895,301,8,6,5,7,NO,0,94,4,47,5,3715,C
1896,291,5,3,3,4,NO,0,71,2,49,3,2944,E
1897,334,6,3,3,4,NO,0,100,2,98,4,3489,D
1898,321,7,4,3,5,NO,0,118,3,56,4,3617,D
1899,308,9,8,8,10,NO,0,119,6,62,1,4518,A
1900,295,5,2,2,4,YES,71,74,3,43,2,3467,E
1901,303,8,7,6,7,NO,0,106,4,42,3,4419,C
1902,336,5,4,4,5,YES,104,108,2,78,6,2827,D
1903,298,9,8,7,9,YES,91,85,6,54,2,4381,A
1904,350,9,8,8,10,YES,111,88,5,91,1,4521,A
1905,290,5,3,2,3,YES,93,89,3,90,6,2775,D
1906,321,7,5,4,5,YES,82,94,3,50,3,4003,D
1907,329,7,4,4,5,NO,0,109,5,76,5,3375,C
1908,341,9,8,8,10,YES,112,86,5,70,6,4688,A
1909,312,9,8,7,8,YES,93,96,5,100,1,4039,A
1910,296,7,4,4,5,YES,83,106,5,62,1,3685,D
1911,296,6,3,3,4,NO,0,72,3,85,4,3246,D
1912,324,6,3,3,5,YES,78,120,2,96,2,3787,D
1913,316,8,5,5,6,YES,99,104,6,94,5,3938,B
1914,348,7,5,5,7,YES,70,96,5,100,6,3744,C
1915,330,8,5,4,5,NO,0,115,5,40,4,4600,C
1916,320,7,4,3,4,NO,0,82,4,45,1,3371,D
1917,360,8,5,5,7,YES,70,75,6,96,4,4475,B
1918,344,5,4,4,5,NO,0,87,3,54,2,3079,D
1919,357,6,4,4,6,YES,102,71,4,84,1,3974,C
1920,321,8,6,6,7,YES,103,115,5,58,2,4208,B
1921,298,5,4,4,6,YES,118,92,3,88,5,2730,D
1922,312,7,4,3,4,NO,0,119,5,69,1,3682,D
1923,353,8,7,6,7,NO,0,112,4,79,3,4133,B
1924,341,6,5,5,6,NO,0,74,4,49,3,3618,D
1925,337,5,4,3,5,NO,0,73,3,76,5,3100,D
1926,308,9,7,6,8,YES,108,91,5,45,6,3780,B
1927,319,9,8,7,9,NO,0,114,6,58,3,4452,A
1928,357,6,3,3,5,YES,79,115,3,58,3,3366,D
1929,334,7,5,4,6,NO,0,110,4,79,6,3458,C
1930,292,7,4,3,5,YES,115,100,5,69,3,3652,D
1931,313,8,5,4,6,NO,0,104,4,61,4,4418,C
1932,304,9,7,6,7,NO,0,110,7,86,3,4029,B
1933,350,7,6,6,8,YES,97,116,5,93,5,3482,B
1934,303,6,3,2,4,YES,96,115,4,41,2,3097,D
1935,328,9,7,6,8,YES,90,97,7,62,1,4933,A
1936,302,5,4,3,4,YES,90,82,1,51,5,3178,D
1937,354,7,6,5,6,YES,80,102,5,70,5,3980,C
1938,351,5,4,3,4,NO,0,111,3,52,4,3692,D
1939,354,5,3,3,4,YES,118,103,3,66,1,3009,D
1940,329,9,7,7,9,NO,0,98,5,100,3,4203,A
1941,300,9,6,5,7,YES,106,117,6,52,3,4429,B
1942,292,9,7,7,9,NO,0,112,5,100,6,4006,B
1943,320,5,3,2,4,NO,0,94,1,47,1,3075,E
1944,352,6,3,2,4,NO,0,110,4,67,2,3738,D
1945,339,9,8,7,9,YES,95,97,6,62,1,4762,A
1946,327,6,3,3,4,NO,0,109,4,83,6,3554,D
1947,323,6,5,5,6,NO,0,70,4,54,6,3641,D
1948,336,9,6,6,8,NO,0,110,7,78,5,4038,A
1949,315,7,4,3,5,YES,98,119,4,73,6,3451,C
1950,299,6,5,5,7,NO,0,71,2,58,1,2921,D
1951,335,5,2,2,4,YES,85,102,1,59,2,3642,D
1952,316,8,5,5,7,NO,0,88,4,42,5,4497,C
1953,359,7,6,5,7,YES,103,99,4,44,5,4188,C
1954,328,6,3,3,4,YES,106,108,3,40,1,3490,D
1955,309,5,4,3,5,NO,0,98,1,72,2,3158,D
1956,360,7,4,4,6,NO,0,92,4,73,5,3698,C
1957,326,6,4,3,4,YES,76,120,3,92,2,3859,D
1958,343,7,5,4,5,YES,109,75,3,54,1,4250,C
1959,357,7,6,5,7,YES,109,93,3,90,6,4344,B
1960,314,5,3,3,4,YES,76,110,1,71,1,3480,D
1961,325,6,3,3,5,YES,76,108,3,50,6,3030,D
1962,339,5,2,2,4,YES,115,86,3,77,1,3230,D
1963,330,5,4,3,4,NO,0,104,2,96,1,3342,D
1964,301,8,6,6,8,NO,0,109,5,78,1,3998,C
1965,309,8,5,4,6,YES,91,81,5,100,6,4245,C
1966,330,5,4,4,6,YES,88,117,3,85,2,3567,D
1967,335,8,7,6,7,YES,116,81,6,97,3,4424,B
1968,303,8,5,5,6,NO,0,112,5,45,3,4419,C
1969,303,5,2,1,3,YES,118,111,1,40,3,2655,D
1970,317,6,4,3,5,NO,0,94,2,53,1,3058,D
1971,324,7,4,3,4,NO,0,83,5,42,5,3963,D
1972,358,7,6,6,8,YES,109,100,5,48,1,3796,B
1973,344,7,5,4,6,YES,94,72,5,96,4,3724,C
1974,357,6,5,4,5,NO,0,98,4,89,3,3614,C
1975,319,5,2,1,3,NO,0,85,2,43,5,2884,E
1976,349,6,5,5,7,NO,0,73,4,67,2,4059,D
1977,344,7,4,4,6,YES,94,101,5,62,3,3907,C
1978,307,8,6,6,7,NO,0,88,5,92,6,3668,C
1979,291,8,5,5,7,NO,0,77,6,70,5,4124,C
1980,344,6,5,4,5,NO,0,76,3,60,5,3438,D
1981,334,6,4,4,5,NO,0,105,3,50,4,3230,D
1982,291,6,3,3,4,YES,77,115,2,59,4,2985,D
1983,347,8,5,5,6,NO,0,88,4,47,6,4702,C
1984,328,8,5,5,6,NO,0,98,6,100,1,4087,C
1985,337,7,6,5,6,YES,87,95,3,48,2,3463,C
1986,336,7,4,3,5,NO,0,90,3,48,6,3656,D
1987,295,8,6,6,7,NO,0,90,6,61,6,4090,C
1988,294,9,7,6,7,NO,0,75,7,60,4,3968,B
1989,330,9,7,6,8,YES,98,100,7,96,4,4766,A
1990,296,6,5,4,6,NO,0,85,2,78,6,2915,D
1991,315,9,7,7,9,NO,0,115,7,79,5,4069,A
1992,335,5,4,3,4,NO,0,81,1,88,5,2958,D
1993,353,9,8,7,8,YES,79,110,7,47,2,4534,A
1994,295,5,4,4,5,NO,0,117,3,44,5,3281,D
1995,326,6,4,3,5,YES,92,70,3,60,2,3645,D
1996,319,6,3,3,4,YES,90,99,4,49,2,3737,D
1997,301,6,3,2,3,NO,0,101,3,42,5,3704,E
1998,307,8,7,6,8,YES,95,81,6,44,6,3509,B
1999,296,7,4,3,5,YES,109,118,3,69,2,3948,D
2000,356,8,6,6,8,NO,0,82,4,97,6,4436,B
2001,359,9,6,6,7,YES,95,74,6,75,3,5158,A
2002,354,6,4,3,5,NO,0,95,3,81,5,3831,D
2003,359,6,5,5,7,NO,0,88,2,53,5,4069,D
2004,346,7,5,5,6,NO,0,77,4,89,1,4338,C
2005,358,9,8,7,8,YES,103,88,5,57,3,4254,A
2006,323,9,8,7,8,NO,0,90,5,73,2,4031,A
2007,291,6,5,4,5,NO,0,85,4,51,1,3643,D
2008,341,6,5,5,7,NO,0,93,2,46,6,4034,D
2009,316,8,6,5,7,YES,109,102,4,73,2,4504,C
2010,359,8,5,4,6,NO,0,76,6,62,3,4346,C
2011,315,5,4,4,5,NO,0,94,1,82,3,2745,D
2012,294,7,5,4,6,NO,0,114,5,97,3,3263,D
2013,302,8,7,6,7,YES,86,81,4,84,2,3679,B
2014,355,8,5,5,7,YES,110,106,5,52,1,4054,B
2015,319,7,5,5,7,YES,89,78,4,65,6,3887,C
2016,290,6,5,4,5,NO,0,102,2,62,4,3415,D
2017,346,8,5,4,5,YES,90,94,5,82,5,4590,C
2018,340,6,3,2,4,NO,0,78,3,85,5,3481,D
2019,341,6,4,3,4,YES,84,89,4,63,3,3784,D
2020,325,9,8,8,10,YES,93,96,5,97,4,4147,A
2021,291,8,5,4,6,NO,0,90,4,83,2,3773,D
2022,352,5,4,4,6,YES,101,76,3,74,5,3222,D
2023,344,9,7,6,7,NO,0,109,6,57,3,4823,B
2024,305,7,4,3,4,NO,0,112,3,89,2,3854,D
2025,295,7,6,6,8,YES,78,84,5,43,6,3931,C
2026,328,9,7,7,8,YES,109,111,7,43,2,3979,A
2027,315,5,3,3,4,YES,103,93,1,96,3,2796,D
2028,336,6,5,4,6,NO,0,93,4,82,1,3618,D
2029,341,9,7,6,7,YES,70,92,7,56,4,4216,A
2030,360,9,7,7,8,YES,82,105,6,58,3,4409,A
2031,357,6,5,4,5,YES,118,85,3,47,5,3745,C
2032,329,9,6,6,8,YES,80,71,6,52,5,4410,B
2033,340,6,4,3,5,NO,0,111,3,85,1,3302,D
2034,291,8,6,5,6,NO,0,115,5,89,5,4103,C
2035,343,7,6,5,6,NO,0,103,4,90,6,3824,C
2036,346,9,6,6,8,YES,116,74,5,51,3,4163,B
2037,317,6,5,4,5,YES,78,75,2,100,2,3261,D
2038,334,5,2,2,4,YES,102,117,1,77,3,3494,D
2039,333,5,2,1,2,NO,0,82,2,44,5,3459,E
2040,340,9,6,6,8,YES,87,96,7,46,1,4342,A
2041,348,7,5,4,5,NO,0,98,3,86,5,3627,C
2042,357,9,8,7,8,YES,114,117,5,46,3,5175,A
2043,357,9,6,6,7,YES,108,98,6,66,6,4821,A
2044,335,8,6,6,8,NO,0,83,4,54,3,3896,C
2045,344,8,5,5,7,YES,70,91,5,96,5,4250,B
2046,326,9,6,5,6,YES,110,104,5,84,1,4373,B
2047,335,9,7,6,8,YES,117,84,5,50,6,4887,B
2048,309,9,7,7,8,YES,98,85,7,41,4,4725,A
2049,325,7,4,3,4,NO,0,78,3,95,1,3761,D
2050,295,5,2,1,3,YES,99,92,3,92,2,3460,D
2051,336,5,3,2,3,NO,0,116,2,60,1,2696,D
2052,327,9,7,6,8,YES,92,97,7,83,3,4822,A
2053,308,5,3,2,3,YES,109,106,1,71,2,2773,D
2054,301,7,5,5,7,YES,102,115,5,46,4,3354,C
2055,296,5,2,1,3,NO,0,108,2,59,4,2991,E
2056,302,6,3,2,3,NO,0,98,4,55,3,3488,D
2057,312,7,4,4,6,NO,0,76,5,77,1,3966,D
2058,296,9,7,7,9,YES,106,94,6,59,4,3785,A
2059,359,5,3,2,3,YES,111,104,2,74,2,3274,D
2060,300,6,4,4,5,YES,87,89,3,84,4,3153,D
2061,347,5,2,1,3,YES,84,87,1,74,1,3391,D
2062,344,5,2,1,2,YES,93,72,1,56,4,3312,D
2063,338,7,5,5,7,YES,96,111,5,43,6,3744,C
2064,324,9,7,7,8,YES,104,93,6,45,3,3927,A
2065,337,6,4,3,5,NO,0,86,3,66,2,3634,D
2066,326,9,7,7,9,YES,105,114,5,96,2,4647,A
2067,360,8,6,6,7,YES,105,80,4,63,4,4243,B
2068,292,5,2,1,2,YES,117,103,1,88,4,2668,D
2069,303,8,7,7,8,YES,73,72,4,87,1,4371,B
2070,353,6,5,4,6,NO,0,107,4,41,6,3385,D
2071,292,8,7,6,7,NO,0,109,4,100,1,4300,C
2072,330,5,3,2,4,NO,0,80,3,42,2,3171,E
2073,350,7,4,4,5,YES,75,70,5,97,6,4301,C
2074,309,6,5,5,7,NO,0,76,3,52,3,3185,D
2075,337,6,3,2,4,YES,113,115,3,99,4,3432,C
2076,313,6,5,4,6,YES,116,118,2,93,4,3321,C
2077,318,6,4,4,6,YES,118,104,3,57,5,3600,D
2078,317,9,8,8,10,YES,99,103,7,44,5,4329,A
2079,333,8,5,4,6,YES,93,88,6,53,6,3875,C
2080,334,5,4,3,4,YES,85,94,1,86,3,2900,D
2081,341,7,4,3,4,YES,71,118,4,71,3,3975,C
2082,316,7,4,4,5,NO,0,113,3,98,3,3514,D
2083,292,9,7,7,9,YES,72,91,5,71,3,4222,B
2084,338,9,7,6,7,NO,0,118,7,83,1,4602,A
2085,330,5,3,3,5,NO,0,74,1,64,6,3183,D
2086,354,9,7,6,8,YES,95,98,7,64,5,4441,A
2087,351,7,6,6,7,YES,75,119,3,69,3,4345,C
2088,317,5,3,3,5,NO,0,83,1,79,2,2882,D
2089,326,9,7,6,7,NO,0,91,6,70,5,4142,B
2090,298,5,2,2,3,YES,113,70,2,93,4,2776,D
2091,300,8,7,6,8,YES,100,82,4,83,5,3688,B
2092,309,7,6,6,8,YES,116,91,4,99,4,3744,C
2093,335,6,3,2,3,NO,0,100,3,94,3,3041,D
2094,296,6,5,5,7,YES,101,96,4,67,1,3269,D
2095,308,7,6,6,8,YES,97,104,5,93,6,4012,B
2096,333,7,4,4,5,YES,104,101,3,75,2,3356,C
2097,348,8,6,5,7,NO,0,81,5,95,2,4345,B
2098,312,9,7,7,9,NO,0,117,6,79,3,3909,A
2099,299,7,5,5,7,YES,83,103,4,43,1,3135,D
2100,296,8,7,6,7,YES,98,115,6,82,4,4070,B
2101,331,6,4,3,5,NO,0,117,4,68,6,3092,D
2102,322,8,5,4,6,NO,0,77,4,42,5,3968,D
2103,345,8,7,7,9,YES,85,116,6,90,1,4202,A
2104,307,9,7,6,7,NO,0,120,6,48,3,3872,B
2105,303,5,3,2,3,YES,104,70,2,100,2,3356,D
2106,309,5,2,2,4,YES,109,114,2,81,5,3073,D
2107,298,5,3,2,3,NO,0,107,3,80,4,2989,D
2108,339,6,3,2,3,YES,104,115,3,40,3,3240,D
2109,337,6,4,4,6,YES,94,119,2,47,1,3621,D
2110,328,9,6,5,7,NO,0,96,5,84,4,4638,B
2111,292,7,4,4,6,NO,0,89,5,75,2,3738,D
2112,328,5,2,1,2,NO,0,120,2,67,1,3267,D
2113,325,6,5,4,5,YES,78,72,2,77,5,3031,D
2114,335,9,7,7,8,YES,77,96,7,61,1,4039,A
2115,360,6,5,5,6,YES,90,119,3,53,2,3322,C
2116,304,9,7,6,7,NO,0,79,7,70,2,4710,B
2117,324,6,3,2,4,YES,87,96,4,56,2,3302,D
2118,303,6,3,3,5,YES,85,101,2,89,4,3144,D
2119,351,8,6,6,7,NO,0,97,4,50,4,4540,C
2120,355,7,4,4,5,YES,108,87,4,81,3,3627,C
2121,350,8,5,4,5,NO,0,78,6,56,4,4462,C
2122,356,8,7,6,8,NO,0,114,4,54,1,4746,B
2123,342,7,4,3,5,YES,108,113,3,43,3,4184,C
2124,334,5,4,3,5,NO,0,74,1,83,5,2915,D
2125,312,9,8,7,9,YES,88,91,5,76,4,4518,A
2126,358,7,4,3,4,YES,71,120,4,46,2,4467,C
2127,340,6,5,5,6,NO,0,85,4,63,6,3055,D
2128,340,7,5,5,6,YES,104,111,3,69,2,4223,C
2129,345,9,6,6,7,NO,0,94,7,49,4,4918,B
2130,347,9,8,8,9,YES,117,113,5,54,4,5035,A
2131,323,8,6,5,6,YES,105,73,6,62,5,4214,B
2132,334,9,7,6,7,NO,0,86,7,41,5,4821,B
2133,333,9,7,6,8,NO,0,93,5,65,4,4003,B
2134,360,8,5,4,6,YES,87,108,4,82,4,4576,B
2135,296,7,6,6,7,NO,0,101,5,41,2,3591,D
2136,312,7,5,5,7,NO,0,77,5,46,4,3297,D
2137,351,9,6,5,7,NO,0,71,7,66,1,5122,B
2138,335,8,5,5,6,YES,91,71,5,80,1,4016,C
2139,291,6,5,4,5,YES,70,114,2,97,5,3100,D
2140,329,7,4,4,5,YES,92,108,4,85,2,3959,C
2141,359,6,5,4,6,YES,105,112,4,62,6,4153,C
2142,291,7,4,4,5,YES,113,78,3,86,5,3574,D
2143,358,9,7,7,8,NO,0,82,5,82,6,4522,A
2144,339,8,5,4,6,YES,77,73,5,96,1,3967,C
2145,349,6,5,5,7,YES,116,94,2,70,4,3328,C
2146,329,7,6,6,7,YES,86,87,4,73,3,4194,C
2147,320,5,3,3,4,YES,104,119,3,82,1,2923,D
2148,329,6,5,4,6,YES,88,95,2,98,1,3886,C
2149,340,7,5,4,5,NO,0,102,5,66,6,4283,C
2150,314,6,5,5,6,YES,90,105,4,41,6,3143,D
2151,291,7,6,5,7,NO,0,84,4,57,1,3313,D
2152,327,5,4,3,5,NO,0,72,3,49,5,3080,D
2153,341,6,3,2,4,YES,75,103,4,86,3,3169,D
2154,294,9,8,7,9,NO,0,109,7,59,5,4428,A
2155,322,5,4,4,6,NO,0,101,3,95,5,3473,D
2156,314,7,4,3,4,YES,102,79,3,87,4,4039,D
2157,291,7,6,5,7,YES,106,80,3,60,2,3747,C
2158,312,5,2,2,4,NO,0,118,2,69,1,2798,D
2159,304,5,3,2,3,NO,0,99,1,66,2,3365,E
2160,355,6,5,5,6,NO,0,109,3,81,5,3341,C
2161,322,9,6,5,6,YES,78,104,7,95,2,4403,B
2162,302,5,4,4,5,YES,103,111,1,51,1,2754,D
2163,322,9,8,8,10,YES,108,78,5,68,5,4370,A
2164,346,8,5,4,6,YES,94,109,4,96,5,4360,B
2165,348,8,5,4,6,NO,0,74,4,65,6,4668,C
2166,307,8,6,5,7,YES,87,100,4,70,6,4441,C
2167,318,8,5,4,6,NO,0,119,6,72,1,3720,C
2168,311,9,8,7,8,YES,114,114,6,73,2,4794,A
2169,318,6,5,4,5,NO,0,104,2,71,3,2932,D
2170,325,9,8,7,8,NO,0,88,7,59,4,4827,A
2171,293,6,3,2,4,NO,0,103,3,56,5,3002,D
2172,300,8,7,6,7,NO,0,84,6,92,5,3709,B
2173,296,5,4,3,5,NO,0,117,3,47,4,3394,E
2174,343,6,3,3,5,NO,0,117,4,45,2,3880,D
2175,360,9,6,6,8,YES,101,77,5,82,2,4451,A
2176,344,5,2,2,4,YES,79,104,2,50,6,2760,D
2177,322,8,6,5,6,YES,79,95,4,54,5,3886,C
2178,330,8,7,6,8,YES,96,87,5,41,1,4525,B
2179,354,8,7,7,9,YES,80,113,6,76,5,4617,A
2180,310,8,7,7,8,NO,0,115,5,96,2,4149,B
2181,354,9,6,5,7,YES,115,92,6,70,2,4441,A
2182,296,9,8,8,9,YES,98,96,5,99,6,4448,A
2183,293,7,4,4,5,YES,117,108,4,91,6,3956,C
2184,344,7,5,5,6,YES,95,81,4,43,2,3974,C
2185,300,9,6,6,7,YES,82,74,7,51,3,4410,B
2186,291,9,6,5,6,YES,85,70,7,44,4,3723,B
2187,307,5,4,3,5,NO,0,96,3,79,6,2707,D
2188,300,5,3,3,5,YES,115,120,1,77,1,3043,D
2189,317,6,4,4,5,NO,0,112,3,72,3,3869,D
2190,306,7,6,6,8,YES,113,111,5,72,6,3923,C
2191,312,6,5,5,6,NO,0,107,3,67,4,3178,D
2192,354,8,6,6,8,NO,0,99,4,64,2,4202,B
2193,332,7,6,5,7,NO,0,93,3,51,1,3889,C
2194,354,8,6,6,8,YES,87,113,6,98,2,4003,B
2195,339,8,6,5,7,YES,116,116,6,82,5,4125,B
2196,307,6,3,2,3,YES,92,82,3,95,2,3133,D
2197,308,6,4,4,5,NO,0,81,4,51,6,3174,D
2198,301,6,5,5,6,YES,112,81,2,61,4,3225,D
2199,340,7,5,4,5,YES,85,101,3,55,5,3919,C
2200,323,8,6,5,7,NO,0,70,6,55,2,4018,C
2201,336,9,7,7,9,NO,0,83,6,98,3,4583,A
2202,298,8,5,5,7,YES,78,101,4,62,3,4149,C
2203,307,8,7,7,9,NO,0,105,4,81,4,4012,B
2204,339,7,6,6,8,NO,0,101,3,42,4,3862,C
2205,332,8,7,7,9,YES,118,116,5,68,6,3896,A
2206,322,8,5,5,6,YES,89,75,4,47,2,4393,C
2207,336,6,4,3,5,YES,117,90,4,63,2,3691,D
2208,332,5,4,3,4,NO,0,110,2,82,3,3626,D
2209,316,9,7,6,8,YES,70,116,6,98,3,4636,A
2210,324,8,7,6,8,NO,0,100,4,65,2,3928,C
2211,319,8,6,6,7,NO,0,93,4,42,2,3793,C
2212,307,9,7,7,8,YES,108,94,7,62,6,3913,A
2213,344,8,5,5,7,YES,88,113,6,67,4,3939,B
2214,359,9,6,6,7,NO,0,101,6,50,4,5005,B
2215,351,6,5,4,5,YES,87,72,3,64,6,3968,C
2216,304,7,5,5,6,YES,74,71,3,90,1,3402,C
2217,329,5,4,4,6,YES,79,93,2,82,1,2948,D
2218,355,7,4,3,4,YES,108,106,5,46,5,3572,C
2219,292,7,4,3,4,NO,0,110,3,51,2,3694,D
2220,300,9,6,6,8,YES,111,88,5,76,2,4336,B
2221,324,8,7,6,7,NO,0,87,4,54,6,4590,C
2222,354,9,8,7,9,YES,76,99,5,47,6,4191,A
2223,306,9,6,5,6,NO,0,112,7,55,5,4526,B
2224,344,8,5,5,7,YES,105,107,4,47,1,4492,C
2225,323,6,3,2,3,YES,107,100,4,90,2,3144,D
2226,306,8,5,4,5,NO,0,98,6,75,5,3974,C
2227,350,7,6,6,8,NO,0,84,3,88,4,3663,C
2228,328,7,6,6,8,YES,101,82,5,92,6,3323,B
2229,334,9,7,6,8,NO,0,102,6,91,4,4059,A
2230,349,5,4,4,6,YES,119,108,2,79,6,2799,C
2231,313,8,6,5,6,YES,108,79,5,56,4,4362,C
2232,301,5,2,2,3,NO,0,109,2,61,1,3408,E
2233,357,8,6,5,6,YES,93,77,6,96,3,3997,B
2234,316,6,3,2,3,NO,0,77,4,88,4,3583,D
2235,346,7,5,4,6,NO,0,79,4,43,2,4016,D
2236,319,6,3,2,4,NO,0,79,2,53,5,2915,D
2237,297,9,8,7,9,YES,96,90,7,93,2,4183,A
2238,346,8,5,5,7,YES,96,83,6,65,4,3833,B
2239,333,7,6,5,6,YES,85,101,4,48,2,3403,C
2240,349,9,7,7,9,NO,0,96,7,97,2,4885,A
2241,320,6,5,4,5,NO,0,102,3,74,5,3239,D
2242,315,9,6,5,6,YES,107,111,6,99,4,4488,B
2243,352,8,5,4,6,NO,0,98,4,66,2,4535,C
2244,326,9,8,7,8,YES,117,100,7,81,6,4071,A
2245,307,9,8,7,8,YES,107,111,7,63,4,4228,A
2246,359,5,2,2,3,NO,0,79,1,42,6,3013,D
2247,292,6,5,4,5,NO,0,114,3,76,5,3509,D
2248,317,9,8,8,9,YES,82,78,7,52,6,4378,A
2249,319,5,3,2,4,NO,0,93,2,79,4,2850,D
2250,338,5,4,4,6,NO,0,85,3,74,5,2924,D
2251,321,6,5,4,5,YES,70,80,4,100,6,3300,C
2252,294,9,8,8,9,YES,95,96,6,68,3,4474,A
2253,338,8,6,5,6,YES,82,114,6,69,5,4148,B
2254,328,6,4,3,5,YES,77,91,2,55,4,3750,D
2255,295,5,4,4,5,NO,0,104,3,71,2,3083,D
2256,342,7,6,6,8,YES,101,100,4,53,3,4104,C
2257,333,6,4,3,5,YES,72,96,2,59,4,3487,D
2258,345,7,6,6,8,YES,104,97,5,40,4,4012,C
2259,312,9,8,8,9,YES,102,81,6,64,2,4774,A
2260,299,9,8,8,9,NO,0,102,7,83,3,3700,A
2261,335,9,7,6,7,NO,0,118,5,68,2,4700,B
2262,343,9,8,8,10,YES,95,108,7,95,6,4899,A
2263,331,9,8,8,9,YES,71,72,6,64,6,4420,A
2264,316,9,8,7,8,YES,118,90,6,89,1,4197,A
2265,319,9,7,7,9,NO,0,81,7,76,3,4120,A
2266,324,6,4,3,4,NO,0,95,2,62,4,3754,D
2267,323,9,8,8,10,NO,0,83,6,40,6,4112,A
2268,294,7,5,4,6,NO,0,91,3,48,5,3414,D
2269,309,7,6,6,8,YES,79,115,4,70,1,3311,C
2270,340,9,8,7,8,NO,0,109,6,93,1,4271,A
2271,304,6,3,3,5,YES,84,83,4,60,5,3464,D
2272,347,6,5,5,6,YES,96,92,4,87,3,3926,C
2273,310,8,6,5,7,YES,116,110,4,97,6,4029,B
2274,336,8,6,6,8,NO,0,95,5,62,1,4390,C
